Title,Rank,Artist,URL,Trend,Streams,Streams increase since last release,Weeks in top 200,Consecutive weeks in top 200,Best rank,Prior rank,Rank change,Up or down,Song rank in next top 200 release,Streams in next release,In next release
Jocelyn Flores,56,XXXTENTACION,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,MOVE_UP,"410,763","26,597",145,145,3,57,-1,1,54,413314,1
Ghostface Killers,61,"21 Savage, Offset, Metro Boomin, Travis Scott",https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub,MOVE_UP,"375,062","28,910",78,78,2,66,-5,1,61,385663,1
There's Nothing Holdin' Me Back,197,Shawn Mendes,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,MOVE_DOWN,"188,025","-4,351",264,22,26,172,25,-1,192,191785,1
River (feat. Ed Sheeran),23,Eminem,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD,MOVE_DOWN,"610,746","-4,665",33,33,2,21,2,-1,23,620190,1
KEKE,52,"6ix9ine, Fetty Wap, A Boogie Wit da Hoodie",https://open.spotify.com/track/0zl3PdjIl320fK0pxBGWNR,MOVE_UP,"440,825","69,446",3,3,52,63,-11,1,50,460531,1
Go Legend (& Metro Boomin),107,"Big Sean, Travis Scott",https://open.spotify.com/track/3wAI7MIQtTgwcRmwchPZBc,MOVE_DOWN,"257,408","-3,661",40,40,14,104,3,-1,116,256478,1
The Weekend - Funk Wav Remix,114,"SZA, Calvin Harris",https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt,MOVE_DOWN,"251,715","-7,704",21,16,99,109,5,-1,111,263551,1
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",138,DJ Khaled,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,MOVE_UP,"226,980","4,106",229,23,2,144,-6,1,137,233009,1
wokeuplikethis*,139,"Playboi Carti, Lil Uzi Vert",https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt,MOVE_UP,"226,128","6,476",274,23,52,148,-9,1,142,228762,1
Look At Me!,164,XXXTENTACION,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,MOVE_UP,"204,662","7,938",42,23,124,175,-11,1,162,210319,1
Slow Hands,169,Niall Horan,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J,MOVE_DOWN,"202,341","1,562",87,23,45,168,1,-1,168,208327,1
Wild Thoughts (feat. Rihanna & Bryson Tiller),189,DJ Khaled,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,MOVE_UP,"192,312","2,350",214,23,1,191,-2,1,187,198240,1
There's Nothing Holdin' Me Back,192,Shawn Mendes,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,MOVE_UP,"191,785","3,760",265,23,26,197,-5,1,190,195777,1
Finesse - Remix; feat. Cardi B,4,Bruno Mars,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,MOVE_DOWN,"1,012,042","2,278",15,15,2,3,1,-1,3,1036372,1
I Fall Apart,5,Post Malone,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,SAME_POSITION,"980,338","30,515",125,124,2,5,0,0,5,1005558,1
Betrayed,30,Lil Xan,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG,MOVE_UP,"585,233","17,679",91,91,22,33,-3,1,31,596814,1
I Get the Bag (feat. Migos),37,Gucci Mane,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0,MOVE_UP,"532,564","19,183",98,98,7,38,-1,1,35,566929,1
goosebumps,52,Travis Scott,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,MOVE_DOWN,"443,195","2,309",380,380,16,51,1,-1,52,454499,1
DNA.,73,Kendrick Lamar,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,MOVE_UP,"347,836","11,167",277,277,2,74,-1,1,71,363441,1
iSpy (feat. Lil Yachty),115,KYLE,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,MOVE_UP,"256,984","10,630",380,380,2,116,-1,1,119,268406,1
That's What I Like,126,Bruno Mars,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,MOVE_UP,"248,298","8,029",379,24,3,127,-1,1,126,260200,1
20 Min,157,Lil Uzi Vert,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng,SAME_POSITION,"212,905","3,419",30,20,86,157,0,0,157,223999,1
Saved,193,Khalid,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU,MOVE_UP,"194,043","3,685",281,5,107,197,-4,1,199,197513,1
One Dance,199,"Drake, WizKid, Kyla",https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,NEW_ENTRY,"189,790","89,790",346,1,7,201,-2,1,201,100000,0
I Fall Apart,5,Post Malone,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,SAME_POSITION,"1,005,558","25,220",126,125,2,5,0,0,8,906087,1
Tell Me You Love Me,45,Demi Lovato,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj,MOVE_DOWN,"509,853","-4,144",49,49,35,40,5,-1,52,449236,1
Drowning (feat. Kodak Black),69,A Boogie Wit da Hoodie,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI,SAME_POSITION,"387,293","19,171",113,113,18,69,0,0,68,365505,1
GUMMO,70,6ix9ine,https://open.spotify.com/track/2vjmyyAnDUzilFYxOlTdO1,MOVE_UP,"369,491","18,099",70,70,50,72,-2,1,72,342916,1
Rake It Up (feat. Nicki Minaj),93,Yo Gotti,https://open.spotify.com/track/4knL4iPxPOZjQzTUlELGSY,MOVE_UP,"303,099","21,754",85,85,28,97,-4,1,80,326123,1
Dubai Shit,110,"Huncho Jack, Travis Scott, Quavo, Offset",https://open.spotify.com/track/6urLjX35oXXRYtcH1b3dCh,MOVE_DOWN,"274,637","9,933",28,28,12,107,3,-1,130,238759,1
From Now On,146,"Hugh Jackman, The Greatest Showman Ensemble",https://open.spotify.com/track/3IkWmgGsXbsafrunwPojXO,MOVE_DOWN,"232,941","-4,486",18,18,114,133,13,-1,162,209432,1
Lemon,173,"N.E.R.D, Rihanna, Pharrell Williams",https://open.spotify.com/track/4PpuH4mxL0rD35mOWaLoKS,MOVE_UP,"212,983","12,809",34,25,139,183,-10,1,163,208979,1
Sucker for You,192,Matt Terry,https://open.spotify.com/track/4vkVvmjIiQibQ6zJnC1Q9z,MOVE_DOWN,"204,217","-4,841",14,4,140,167,25,-1,201,100000,0
Perfect,35,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,MOVE_DOWN,"552,731","-34,079",240,126,11,33,2,-1,33,509140,1
My My My!,56,Troye Sivan,https://open.spotify.com/track/2Tq2R8sRftNEqdgJK5HadO,MOVE_DOWN,"407,345","-90,514",10,10,13,46,10,-1,56,365391,1
Wait,70,Maroon 5,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59,MOVE_DOWN,"350,963","-59,971",66,26,43,64,6,-1,65,329775,1
New Freezer (feat. Kendrick Lamar),87,Rich The Kid,https://open.spotify.com/track/4pYZLpX23Vx8rwDpJCpPTA,MOVE_DOWN,"298,016","-20,975",116,116,59,86,1,-1,93,257227,1
Sensualidad,104,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,MOVE_DOWN,"268,073","-21,899",59,23,85,101,3,-1,108,240126,1
Dark Knight Dummo (Feat. Travis Scott),114,Trippie Redd,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD,MOVE_DOWN,"261,173","-36,075",44,26,53,98,16,-1,116,228623,1
The Weekend - Funk Wav Remix,122,"SZA, Calvin Harris",https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt,MOVE_DOWN,"246,543","-24,079",24,19,99,114,8,-1,121,227282,1
The Race,126,Tay-K,https://open.spotify.com/track/3wGXyJGsCf1myH5MooQIqE,MOVE_UP,"243,920","-9,868",38,38,96,131,-5,1,126,217838,1
The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,156,Lil Uzi Vert,https://open.spotify.com/track/6GNifiuBPrKFpwNBYnooFm,MOVE_UP,"213,240","-6,328",77,26,58,160,-4,1,162,188600,1
Corazón,190,"Maluma, Nego do Borel",https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou,MOVE_UP,"191,573","-10,968",32,26,105,193,-3,1,187,172750,1
Alone,192,Russ,https://open.spotify.com/track/3p0Y1C5jhaqyKW7d9oskXA,MOVE_DOWN,"190,213","-21,139",2,2,180,180,12,-1,201,100000,0
beibs in the trap,193,Travis Scott,https://open.spotify.com/track/0ESJlaM8CE1jRWaNtwSNj8,NEW_ENTRY,"189,504","89,504",367,1,95,201,-8,1,192,169926,1
Let You Down,17,NF,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,MOVE_UP,"617,735","-60,291",100,99,9,18,-1,1,16,688849,1
River (feat. Ed Sheeran),30,Eminem,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD,SAME_POSITION,"522,433","-55,539",37,37,2,30,0,0,26,589485,1
1-800-273-8255,41,"Logic, Alessia Cara, Khalid",https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,MOVE_UP,"444,326","-43,860",259,256,1,43,-2,1,43,481305,1
Wanted You (feat. Lil Uzi Vert),49,NAV,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1,MOVE_DOWN,"408,891","-49,182",72,72,23,47,2,-1,46,461554,1
GUMMO,75,6ix9ine,https://open.spotify.com/track/2vjmyyAnDUzilFYxOlTdO1,MOVE_DOWN,"303,992","-38,924",72,72,50,72,3,-1,82,317200,1
Never Enough,86,Loren Allred,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J,MOVE_UP,"274,894","-3,597",25,25,72,99,-13,1,75,336606,1
Redbone,87,Childish Gambino,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,MOVE_UP,"272,848","-21,426",383,383,8,89,-2,1,92,286214,1
A Million Dreams,89,"Ziv Zaifman, Hugh Jackman, Michelle Williams",https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z,MOVE_UP,"270,219","-11,756",24,24,71,95,-6,1,81,319685,1
Losin Control,100,Russ,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d,MOVE_UP,"249,008","-12,410",359,258,58,113,-13,1,93,284193,1
Something Just Like This,159,"The Chainsmokers, Coldplay",https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,MOVE_DOWN,"191,765","-24,902",323,27,2,154,5,-1,181,196819,1
Myself,179,NAV,https://open.spotify.com/track/05nbZ1xxVNwUTcGwLbp7CN,MOVE_UP,"177,031","-15,459",257,20,89,184,-5,1,179,200044,1
20 Min,180,Lil Uzi Vert,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng,MOVE_DOWN,"175,982","-27,771",33,23,86,171,9,-1,169,206152,1
Lemon - Edit,182,"N.E.R.D, Rihanna",https://open.spotify.com/track/2LKlHBPHxLG5ArAXfF148n,MOVE_DOWN,"173,921","-33,372",8,5,166,166,16,-1,198,188024,1
Saved,196,Khalid,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU,NEW_ENTRY,"168,787","68,787",283,1,107,201,-5,1,185,194810,1
Bank Account,28,21 Savage,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G,MOVE_DOWN,"577,532","-10,398",120,120,2,22,6,-1,29,584631,1
"King's Dead (with Kendrick Lamar, Future & James Blake)",32,Jay Rock,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH,MOVE_UP,"549,953","127,909",11,11,32,46,-14,1,41,508903,1
Gucci Gang,37,Lil Pump,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc,MOVE_DOWN,"525,959","-54,009",109,109,2,23,14,-1,38,521591,1
Go Flex,80,Post Malone,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ,MOVE_DOWN,"321,646","26,431",384,384,19,78,2,-1,78,325178,1
Believer,85,Imagine Dragons,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,MOVE_DOWN,"297,442","-1,121",319,232,9,77,8,-1,84,307841,1
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",149,DJ Khaled,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,MOVE_DOWN,"218,432","-9,028",234,28,2,119,30,-1,140,227526,1
Exchange,162,Bryson Tiller,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN,MOVE_DOWN,"210,783","8,630",349,21,79,143,19,-1,169,208454,1
The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,180,Lil Uzi Vert,https://open.spotify.com/track/6GNifiuBPrKFpwNBYnooFm,MOVE_DOWN,"197,944","9,344",79,28,58,162,18,-1,191,195542,1
Stir Fry,17,Migos,https://open.spotify.com/track/4fndbjoz1qJyK6JcLdKfzm,SAME_POSITION,"706,713","21,705",33,33,17,17,0,0,16,741795,1
Betrayed,31,Lil Xan,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG,SAME_POSITION,"575,716","16,450",96,96,22,31,0,0,31,588241,1
Tell Me You Love Me,44,Demi Lovato,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj,MOVE_UP,"484,054","28,063",53,53,35,47,-3,1,48,467649,1
Sensualidad,100,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,MOVE_UP,"276,860","11,486",62,26,85,104,-4,1,104,278742,1
What Ifs (feat. Lauren Alaina),109,Kane Brown,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W,MOVE_UP,"266,440","12,687",234,29,45,112,-3,1,113,265614,1
Supplies,146,Justin Timberlake,https://open.spotify.com/track/4Z6YruMINNspGet1gQyYlK,MOVE_DOWN,"222,799","-6,794",5,5,54,139,7,-1,144,233705,1
So Far Away (feat. Jamie Scott & Romy Dya),155,"Martin Garrix, David Guetta",https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM,MOVE_UP,"217,592","22,433",49,3,75,184,-29,1,174,207017,1
The Last Of The Real Ones,162,Fall Out Boy,https://open.spotify.com/track/6HWGLValLZlHVPjbwEW4Kq,MOVE_DOWN,"212,167","-42,145",2,2,110,110,52,-1,201,100000,0
Wilson (Expensive Mistakes),178,Fall Out Boy,https://open.spotify.com/track/5dY6NfWkgfKCH2E9mt4wcg,MOVE_DOWN,"202,389","-40,278",2,2,122,122,56,-1,201,100000,0
X (feat. Future),196,"21 Savage, Metro Boomin",https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,MOVE_DOWN,"192,331","3,482",374,29,14,195,1,-1,189,197535,1
God's Plan,1,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,SAME_POSITION,"4,708,015","383,629",5,5,1,1,0,0,1,4739798,1
I Get the Bag (feat. Migos),40,Gucci Mane,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0,MOVE_DOWN,"526,939","7,234",104,104,7,39,1,-1,38,539377,1
Rubbin Off The Paint,72,YBN Nahmir,https://open.spotify.com/track/0taOCiup4HNG9LmbduVlJj,MOVE_UP,"358,285","17,405",94,94,47,75,-3,1,70,367849,1
Miss You (with Major Lazer & Tory Lanez),166,Cashmere Cat,https://open.spotify.com/track/7HdZY9UJTylIiNcSDFyUDc,MOVE_UP,"216,304","9,378",4,3,160,173,-7,1,89,302066,1
Tightrope,170,Michelle Williams,https://open.spotify.com/track/0GVuLQtPXFaL18ijEOqoAa,MOVE_DOWN,"209,276","-1,688",22,11,139,164,6,-1,188,201845,1
This Is Me,40,"Keala Settle, The Greatest Showman Ensemble",https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U,MOVE_DOWN,"521,159","-28,870",30,30,37,37,3,-1,68,489480,1
Sorry Not Sorry,63,Demi Lovato,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P,MOVE_UP,"389,861","-2,320",117,104,6,65,-2,1,84,405336,1
Shape of You,73,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,MOVE_UP,"345,312","-2,316",382,382,1,75,-2,1,94,351787,1
Sucker for You,122,Matt Terry,https://open.spotify.com/track/4vkVvmjIiQibQ6zJnC1Q9z,MOVE_DOWN,"258,305","-16,684",18,4,105,105,17,-1,168,227949,1
I Like Me Better,124,Lauv,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,MOVE_DOWN,"254,917","-8,563",232,31,30,114,10,-1,149,256740,1
In Case You Didn't Know,156,Brett Young,https://open.spotify.com/track/10M2Ex445zw585Ducldzkw,MOVE_DOWN,"222,811","1,060",281,12,94,152,4,-1,176,223642,1
Icon,178,Jaden,https://open.spotify.com/track/22nyEAEM29tcBRhukR089b,MOVE_DOWN,"207,215","-1,725",48,31,97,171,7,-1,201,100000,0
No Option,194,Post Malone,https://open.spotify.com/track/6M0IsaUX4GNyto4niSegfI,MOVE_DOWN,"197,692","2,497",127,31,104,190,4,-1,201,100000,0
Stir Fry,4,Migos,https://open.spotify.com/track/2tek8UnoiJdkmpPMqa5KRQ,MOVE_UP,"1,499,177","1,399,177",1,1,4,201,-197,1,3,1283523,1
Diplomatic Immunity,11,Drake,https://open.spotify.com/track/3tvkzvUTF0yoq3pdBi81I0,MOVE_DOWN,"1,035,775","935,775",3,1,2,201,-190,1,14,796920,1
IDGAF,44,Dua Lipa,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,MOVE_DOWN,"627,560","-36,996",31,31,21,23,21,-1,39,584184,1
Gucci Gang,56,Lil Pump,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc,MOVE_DOWN,"567,303","31,991",113,113,2,39,17,-1,42,574412,1
Wolves,59,"Selena Gomez, Marshmello",https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC,MOVE_DOWN,"519,698","-22,213",93,93,3,37,22,-1,55,468042,1
Fuck Love (feat. Trippie Redd),85,XXXTENTACION,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,MOVE_DOWN,"404,944",-46,155,155,7,61,24,-1,82,365936,1
Go Flex,97,Post Malone,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ,MOVE_DOWN,"339,215","5,546",388,388,19,76,21,-1,97,311636,1
The Greatest Show,102,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya, The Greatest Showman Ensemble",https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM,MOVE_DOWN,"324,015","1,773",31,31,63,79,23,-1,103,298409,1
Passionfruit,110,Drake,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,MOVE_DOWN,"302,121","-16,280",309,32,1,82,28,-1,108,282578,1
Heaven,174,Kane Brown,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7,MOVE_DOWN,"225,164",271,16,12,151,152,22,-1,201,100000,0
Closer,175,"The Chainsmokers, Halsey",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,MOVE_DOWN,"223,795","2,197",383,32,4,159,16,-1,165,216080,1
In Case You Didn't Know,176,Brett Young,https://open.spotify.com/track/10M2Ex445zw585Ducldzkw,MOVE_DOWN,"223,642",831,282,13,94,156,20,-1,201,100000,0
White Sand,20,"Migos, Travis Scott, Ty Dolla $ign, Big Sean",https://open.spotify.com/track/2KokOIKdw4zZutDil85Ugh,MOVE_DOWN,"710,321","-383,026",2,2,9,9,11,-1,43,498551,1
Betrayed,44,Lil Xan,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG,MOVE_UP,"570,121","-35,894",100,100,22,52,-8,1,34,539806,1
Beast,68,Migos,https://open.spotify.com/track/4Fj5G5b8MeCrCRDP5JDvpr,MOVE_DOWN,"416,449","-215,082",2,2,42,42,26,-1,95,278721,1
Fuck Love (feat. Trippie Redd),82,XXXTENTACION,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,MOVE_UP,"365,936","-39,008",156,156,7,85,-3,1,72,346961,1
Red Roses (feat. Landon Cube),88,Lil Skies,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY,SAME_POSITION,"342,698","-50,519",17,17,56,88,0,0,80,316926,1
Ice Tray,99,"Quality Control, Quavo, Lil Yachty",https://open.spotify.com/track/3wdfLVUhmX64lIyWIIEW8s,MOVE_DOWN,"305,718","-33,351",47,46,67,98,1,-1,101,266227,1
Sensualidad,116,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,MOVE_UP,"270,953","-16,498",66,30,85,123,-7,1,115,246777,1
A Million Dreams,118,"Ziv Zaifman, Hugh Jackman, Michelle Williams",https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z,MOVE_DOWN,"268,449","-28,910",30,30,71,114,4,-1,107,254165,1
Closer,165,"The Chainsmokers, Halsey",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,MOVE_UP,"216,080","-7,715",384,33,4,175,-10,1,165,197001,1
Broccoli (feat. Lil Yachty),177,Shelley FKA DRAM,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,NEW_ENTRY,"205,746","105,746",380,1,6,201,-24,1,182,187413,1
Havana (feat. Young Thug),10,Camila Cabello,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,MOVE_UP,"807,699","-79,062",17,17,2,11,-1,1,12,810328,1
Notice Me,23,"Migos, Post Malone",https://open.spotify.com/track/07W9fL0ee9LsqD9c3kNrdo,MOVE_DOWN,"606,513","-156,857",3,3,16,16,7,-1,201,100000,0
Codeine Dreaming (feat. Lil Wayne),24,Kodak Black,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J,MOVE_UP,"603,204","-72,138",66,66,10,26,-2,1,26,633087,1
Nowadays (feat. Landon Cube),50,Lil Skies,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp,MOVE_UP,"432,763","-34,052",18,18,34,57,-7,1,47,485063,1
Too Good At Goodbyes,55,Sam Smith,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,MOVE_UP,"411,539","-36,436",87,87,3,61,-6,1,50,452675,1
BUTTERFLY EFFECT,70,Travis Scott,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX,MOVE_UP,"356,500","-41,738",251,251,9,71,-1,1,73,363839,1
Bad and Boujee (feat. Lil Uzi Vert),109,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,MOVE_UP,"251,757","-25,989",389,34,1,112,-3,1,116,261834,1
Tip Toe (feat. French Montana),120,Jason Derulo,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6,MOVE_UP,"240,801","-14,006",72,34,74,132,-12,1,115,263560,1
Marry Me,133,Thomas Rhett,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc,MOVE_UP,"229,559","-22,605",44,34,83,136,-3,1,107,282770,1
Tunnel Vision,143,Kodak Black,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,MOVE_DOWN,"221,312","-24,737",343,343,5,142,1,-1,162,220529,1
Spotlight,146,"Marshmello, Lil Peep",https://open.spotify.com/track/6VrCmhRBFnuGKmtNfk4jDs,MOVE_UP,"216,820","-10,632",17,17,55,158,-12,1,132,245811,1
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",162,Rudimental,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,MOVE_DOWN,"200,583","-21,748",5,4,161,161,1,-1,136,244133,1
Filthy,173,Justin Timberlake,https://open.spotify.com/track/1L3NV7VrCiuE8C5QlhdeQL,MOVE_DOWN,"191,628","-45,940",24,24,7,149,24,-1,181,202230,1
Ric Flair Drip (& Metro Boomin),10,Offset,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,MOVE_DOWN,"866,846","40,701",91,91,4,8,2,-1,9,916573,1
Him & I (with Halsey),19,G-Eazy,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4,MOVE_DOWN,"728,154","40,455",46,46,3,15,4,-1,18,753104,1
IDGAF,30,Dua Lipa,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,MOVE_DOWN,"604,701","40,792",34,34,21,29,1,-1,30,634388,1
I Miss You (feat. Julia Michaels),79,Clean Bandit,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL,MOVE_UP,"353,641","52,674",94,35,50,86,-7,1,81,353673,1
Marry Me,107,Thomas Rhett,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc,MOVE_UP,"282,770","53,211",45,35,83,133,-26,1,102,294626,1
Tip Toe (feat. French Montana),115,Jason Derulo,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6,MOVE_UP,"263,560","22,759",73,35,74,120,-5,1,115,273195,1
Movin' Too Fast,158,Migos,https://open.spotify.com/track/5B3I6RdYli0nmeS5IR4CcB,MOVE_DOWN,"223,765","123,765",1,1,158,201,-43,1,188,205175,1
I Fall Apart,7,Post Malone,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,MOVE_UP,"946,707","54,203",137,136,2,8,-1,1,7,963598,1
Young Dumb & Broke,39,Khalid,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,MOVE_DOWN,"568,129","6,731",298,294,5,37,2,-1,40,558941,1
Believer,94,Imagine Dragons,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,MOVE_UP,"310,899","12,615",327,240,9,99,-5,1,89,312169,1
Spotlight,132,"Marshmello, Lil Peep",https://open.spotify.com/track/6VrCmhRBFnuGKmtNfk4jDs,SAME_POSITION,"255,587","9,776",19,19,55,132,0,0,133,256998,1
Issues,152,Julia Michaels,https://open.spotify.com/track/7vu0JkJh0ldukEYbTVcqd0,MOVE_DOWN,"233,580","-12,147",39,36,133,133,19,-1,152,229631,1
Saved,156,Khalid,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU,MOVE_DOWN,"227,497","-9,203",292,10,107,142,14,-1,169,216600,1
Mi Gente,184,"J Balvin, Willy William",https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,MOVE_UP,"208,026","10,234",215,215,7,189,-5,1,177,212667,1
Money Longer,199,Lil Uzi Vert,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ,NEW_ENTRY,"198,351","98,351",375,1,61,201,-2,1,193,203232,1
Walk It Talk It,16,"Migos, Drake",https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP,MOVE_DOWN,"807,875","-70,997",3,3,6,10,6,-1,17,758643,1
PICK IT UP (feat. A$AP Rocky),18,Famous Dex,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd,MOVE_UP,"748,487","13,994",97,95,13,20,-2,1,18,748820,1
BBO (Bad Bitches Only),22,"Migos, 21 Savage",https://open.spotify.com/track/4BHzHISX21PYwGXiBEUQ70,MOVE_DOWN,"665,409","-59,631",6,6,5,21,1,-1,29,624025,1
Sick Boy,37,The Chainsmokers,https://open.spotify.com/track/7jqDzXJS0K0Re8uphYNit0,SAME_POSITION,"582,089","-11,178",14,14,10,37,0,0,40,548913,1
The Way Life Goes (feat. Oh Wonder),62,Lil Uzi Vert,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc,MOVE_UP,"400,470","-3,710",160,160,4,64,-2,1,61,399305,1
